y1,y11,y20amonto,y29_2b,sexo,region,esc,estrato,oficio1
300000.0,,,,2,14,10.0,1410111,9.0
,,,,2,14,11.0,1410111,
,,,,2,14,,1410111,
350000.0,,,,1,14,10.0,1410814,7.0
500000.0,,,,2,14,5.0,1410814,9.0
500000.0,,,,2,14,12.0,1410814,3.0
,,,,2,14,,1410814,
500000.0,,,,1,14,15.0,1410814,3.0
,,,,1,14,,1410814,
,,,214296.0,1,14,5.0,1410814,
,,,214296.0,2,14,3.0,1410814,
,,,110000.0,2,14,8.0,1410121,
,,,,1,14,13.0,1410121,6.0
450000.0,,,,2,14,12.0,1410121,4.0
,,,,2,14,,1410121,
,,,214296.0,2,14,12.0,1410121,
,,,,1,14,,1410121,8.0
900000.0,,,,2,14,12.0,1410121,7.0
,,,,1,14,9.0,1410121,7.0
,,,220000.0,1,14,9.0,1410121,7.0
,,,,2,14,4.0,1410121,
,,,,1,14,12.0,1410121,
600000.0,,,,2,14,15.0,1410121,5.0
,,21243.0,,2,14,10.0,1410121,
600000.0,,,,1,14,12.0,1410121,7.0
,,,,2,14,15.0,1410121,
,,21243.0,,2,14,,1410121,
,,21243.0,,1,14,,1410121,
,,,,2,14,,1410121,
,,,,2,14,15.0,1410111,
,,21243.0,,2,14,,1410111,
,,,600000.0,1,14,3.0,1410111,
,,,437904.0,1,14,4.0,1410111,
,,,214296.0,2,14,6.0,1410111,
,,,,1,14,18.0,1410111,
,,,,2,14,8.0,1410111,
450000.0,,,,1,14,8.0,1410111,5.0
,,,,2,14,4.0,1410111,
600000.0,,,,1,14,17.0,1410111,3.0
,,,,2,14,12.0,1410111,
,,,,1,14,14.0,1410111,
,,,,2,14,17.0,1410624,
,,,,1,14,16.0,1410624,7.0
,,,,2,14,,1410624,
,,,,2,14,,1410624,
,,,,1,14,,1410624,
,,,,1,14,12.0,1410624,5.0
,,,800000.0,2,14,16.0,1410624,
,,,620000.0,1,14,15.0,1410624,
100000.0,,,214296.0,1,14,10.0,1410624,9.0
,,,,1,14,12.0,1410624,6.0
,,,240000.0,2,14,8.0,1410624,1.0
,,,380000.0,1,14,8.0,1410624,1.0
,,,,2,14,7.0,1410624,
,,,,2,14,6.0,1410624,
,,,,2,14,8.0,1410624,5.0
,,,,1,14,8.0,1410624,9.0
452000.0,,,,2,14,14.0,1410113,3.0
,,,214296.0,1,14,8.0,1410113,
,,,214296.0,2,14,17.0,1410113,
,,,,1,14,17.0,1410113,
,,,,1,14,10.0,1410113,
,,,,1,14,9.0,1410113,
1100000.0,,,,2,14,17.0,1410113,2.0
1500000.0,,,,2,14,19.0,1410113,2.0
580000.0,,,,1,14,17.0,1410113,6.0
,,,,1,14,18.0,1410113,3.0
850000.0,,,,2,14,17.0,1410113,2.0
,,,,2,14,,1410113,
,,,,2,14,,1410113,
898000.0,,,,1,14,17.0,1410113,2.0
400000.0,,,,2,14,15.0,1410113,5.0
,,,214296.0,2,14,6.0,1420424,
,,,,2,14,7.0,1420424,
,,,,2,14,4.0,1420424,
,,,,2,14,3.0,1420424,
,,,,1,14,8.0,1420424,
,,,,2,14,4.0,1420424,
,,,,2,14,12.0,1420424,
,,,,1,14,12.0,1420424,6.0
300000.0,,,,1,14,12.0,1420424,4.0
,,,,1,14,,1420424,
,,,,1,14,,1420424,
250000.0,,,,2,14,12.0,1420424,9.0
800000.0,,,,1,14,12.0,1420424,6.0
,,,,2,14,,1420424,
,,,,1,14,,1420424,
600000.0,,,,1,14,10.0,1420424,8.0
600000.0,,,,1,14,12.0,1420424,8.0
,,,,2,14,8.0,1420424,
,,,,1,14,8.0,1420424,
,,,,2,14,12.0,1420424,
,,,,1,14,7.0,1420424,
,,,220000.0,2,14,8.0,1420424,
,,,,2,14,12.0,1420424,
,,21243.0,,2,14,,1420424,
,,,,2,14,12.0,1420424,
,,,,2,14,4.0,1420424,
,,,,2,14,12.0,1420424,
,,,,1,14,12.0,1420424,
,,21243.0,,1,14,,1420424,
,,21243.0,,1,14,,1420424,
400000.0,,,,1,14,12.0,1420424,9.0
600000.0,,,,1,14,12.0,1410824,5.0
,,,,2,14,12.0,1410824,
,,,,2,14,13.0,1410824,
,,,214296.0,2,14,7.0,1410824,
,,,214296.0,1,14,2.0,1410824,
,,,,2,14,8.0,1410824,
250000.0,,,,2,14,12.0,1410824,9.0
,,,,2,14,7.0,1410824,
400000.0,,,,1,14,12.0,1410824,7.0
,,,214296.0,1,14,3.0,1410824,
,,,,2,14,11.0,1410824,
,,,,1,14,,1410824,
,,,,1,14,,1410824,
,,,,1,14,,1410824,
500000.0,,,,1,14,10.0,1410824,6.0
,,,,2,14,12.0,1410824,
,,,,1,14,16.0,1410824,
,,,,1,14,12.0,1410824,
,,,,2,14,10.0,1410824,
384750.0,,,264296.0,1,14,8.0,1410824,5.0
,,,214296.0,2,14,3.0,1410824,
,,,,1,14,11.0,1410824,
,,,,2,14,8.0,1410824,
,,,,1,14,7.0,1410824,7.0
500000.0,,,,1,14,12.0,1410824,9.0
,,,,2,14,12.0,1410824,
,,,,2,14,6.0,1420111,
,,21243.0,,2,14,,1420111,
,,21243.0,,2,14,,1420111,
150000.0,,,,2,14,12.0,1420111,5.0
,,,,2,14,12.0,1420111,
,,,214296.0,1,14,4.0,1420111,
500000.0,,,,1,14,12.0,1420111,7.0
,,,,1,14,13.0,1420111,
,,,,2,14,12.0,1420111,
600000.0,,,,1,14,12.0,1420111,5.0
,,,,2,14,,1420111,
,,,,2,14,12.0,1420111,
,,,,2,14,6.0,1420111,
500000.0,,,,1,14,12.0,1420111,9.0
,,21243.0,,2,14,,1420111,
,,21243.0,,1,14,,1420111,
,,21243.0,,1,14,,1420111,
,,21243.0,,2,14,,1420111,
500000.0,,,,1,14,13.0,1420111,7.0
,,21243.0,,2,14,,1420111,
,,,,2,14,8.0,1420111,
680000.0,,,,2,14,12.0,1420111,7.0
,,,,2,14,,1420111,
350000.0,,,,2,14,14.0,1420111,2.0
,,,,1,14,,1420111,
4500000.0,,,,1,14,19.0,1410113,1.0
2000000.0,,,,2,14,26.0,1410113,2.0
,,,,2,14,14.0,1410113,
,,,,1,14,,1410113,
,,,820000.0,2,14,17.0,1410113,
,,,390000.0,1,14,12.0,1410113,
1400000.0,,,,2,14,17.0,1410113,2.0
2400000.0,,,,1,14,17.0,1410113,6.0
,,,,1,14,,1410113,
1800000.0,,,,1,14,18.0,1410113,2.0
1500000.0,,,,2,14,17.0,1410113,2.0
,,,,1,14,,1410113,
1300000.0,,,420000.0,2,14,15.0,1410113,1.0
,,,920000.0,1,14,15.0,1410113,
,,,,2,14,12.0,1410113,
,,,,1,14,,1410113,
,,,343296.0,2,14,10.0,1410113,
,,,,2,14,8.0,1410113,
,,,330000.0,1,14,15.0,1410113,
1500000.0,,,270000.0,1,14,17.0,1410113,5.0
,,,200000.0,2,14,17.0,1410113,
500000.0,,,260000.0,2,14,8.0,1410112,6.0
,,,,1,14,8.0,1410112,9.0
500000.0,,,,1,14,14.0,1410112,5.0
,,,,1,14,13.0,1410112,
,,,,2,14,,1410112,
,,,,2,14,12.0,1410112,
500000.0,,,,1,14,12.0,1410112,9.0
,,,,2,14,15.0,1410112,3.0
,,,,2,14,12.0,1410112,
650000.0,,,,1,14,12.0,1410112,8.0
500000.0,,,,1,14,17.0,1410112,3.0
,,,,2,14,17.0,1410112,
,,21243.0,,1,14,,1410112,
,,21243.0,,1,14,,1410112,
,,,,2,14,12.0,1410112,
600000.0,,,,1,14,12.0,1410112,7.0
-88.0,,,,2,14,12.0,1410112,3.0
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,,1,14,12.0,1410112,7.0
,,,,2,14,0.0,1420117,9.0
160000.0,,,,1,14,10.0,1420117,9.0
200000.0,,,,2,14,15.0,1420117,5.0
250000.0,,,,1,14,11.0,1420117,9.0
,,,,2,14,14.0,1420117,
480000.0,,,,1,14,10.0,1420117,9.0
,,,,2,14,12.0,1420117,
,,,214000.0,2,14,17.0,1420117,
2000000.0,,,800000.0,2,14,16.0,1420117,2.0
,,,442472.0,2,14,10.0,1410111,
,,,330000.0,2,14,12.0,1410111,
,,,391942.0,1,14,12.0,1410111,
,600000.0,,,1,14,12.0,1410111,
,,,224000.0,2,14,8.0,1410111,
,,,,1,14,12.0,1410111,8.0
,,,,2,14,6.0,1410111,5.0
,,,,1,14,0.0,1410111,
300000.0,,,,1,14,14.0,1410111,5.0
,,21243.0,,2,14,12.0,1410111,
,,21243.0,,1,14,9.0,1410111,
,,,,2,14,10.0,1410111,5.0
,,,,1,14,10.0,1410111,5.0
,,,,2,14,,1410111,
,,,,1,14,12.0,1410714,5.0
,,,,1,14,15.0,1410714,5.0
,,,,1,14,19.0,1410714,8.0
,,,,2,14,12.0,1410714,
,,,,2,14,12.0,1410714,
,,,,1,14,17.0,1410714,
,,,,1,14,17.0,1410714,
,,,,2,14,16.0,1410714,
,,21243.0,,1,14,12.0,1410714,
500000.0,,,,2,14,12.0,1410714,5.0
800000.0,,,,1,14,17.0,1410714,2.0
,,,214296.0,2,14,6.0,1410714,
,,,,1,14,16.0,1410714,
600000.0,,,,1,14,12.0,1410112,7.0
,,,,2,14,,1410112,
500000.0,,,,2,14,12.0,1410112,9.0
0.0,,,,1,14,12.0,1410112,7.0
,,,,1,14,15.0,1410112,9.0
500000.0,,,,1,14,9.0,1410112,9.0
400000.0,,,,1,14,13.0,1410112,5.0
,,21243.0,,1,14,,1410112,
,,,,2,14,9.0,1410112,
,,,330000.0,1,14,6.0,1410112,
500000.0,,,,1,14,16.0,1410112,7.0
,,,,2,14,12.0,1410112,
,,,,2,14,2.0,1410112,
,,,,1,14,11.0,1410112,3.0
550000.0,,,,2,14,7.0,1410112,9.0
520000.0,,,,1,14,9.0,1410112,7.0
1000000.0,,,,2,14,17.0,1410112,2.0
,,,,1,14,,1410112,
,,,,1,14,,1410112,
,,,350000.0,2,14,15.0,1410112,
,,,,2,14,12.0,1410112,7.0
3600000.0,,,,1,14,17.0,1410112,2.0
,200000.0,,,2,14,15.0,1410112,
,120000.0,,,2,14,13.0,1410112,
,,,,1,14,,1410112,
,,,,2,14,5.0,1410112,5.0
,,,,1,14,,1410112,
,,,,1,14,,1410112,
,,,,2,14,11.0,1410112,
,,,,1,14,,1410112,
,,21243.0,,1,14,,1410112,
,,,214296.0,2,14,3.0,1410112,
,,,,1,14,12.0,1420324,7.0
,,,,2,14,14.0,1420324,7.0
,,,,1,14,,1420324,
750000.0,,,,1,14,12.0,1420324,8.0
,,,,2,14,8.0,1420324,
,,,,2,14,12.0,1420324,
,,,,1,14,,1420324,
,,,326000.0,1,14,12.0,1420324,
,,,,2,14,10.0,1420324,
500000.0,,,,1,14,10.0,1420324,6.0
,,,,1,14,11.0,1420324,
,,,214000.0,2,14,8.0,1420324,
-88.0,,,,1,14,12.0,1420324,8.0
,,,,1,14,13.0,1420324,
,,,,2,14,12.0,1420324,
,,,,2,14,14.0,1410112,
,,,,1,14,12.0,1410112,
,,,,2,14,,1410112,
550000.0,,,,1,14,12.0,1410112,5.0
,,,,2,14,12.0,1410112,
,,21243.0,,1,14,8.0,1410112,
,,21243.0,,1,14,,1410112,
900000.0,,,,1,14,12.0,1410112,7.0
,,,,2,14,12.0,1410112,
,,21243.0,,1,14,,1410112,
480000.0,,,,2,14,15.0,1410112,3.0
600000.0,,,260000.0,1,14,8.0,1410112,8.0
,,,214296.0,2,14,12.0,1410112,
600000.0,,,,1,14,12.0,1410112,8.0
150000.0,,,,1,14,14.0,1410112,8.0
,,,,2,14,13.0,1410112,7.0
,,,234000.0,2,14,9.0,1410112,
,,,280000.0,1,14,8.0,1410112,
600000.0,,,,2,14,9.0,1410112,8.0
600000.0,,,,2,14,15.0,1410112,3.0
,,,,1,14,,1410112,
,,21243.0,,2,14,,1410112,
,,21243.0,,1,14,,1410112,
,,,300000.0,1,14,6.0,1410112,
400000.0,,,,2,14,10.0,1410112,5.0
480000.0,,,,2,14,18.0,1410112,2.0
,,,,2,14,,1410112,
650000.0,,,,1,14,14.0,1410112,7.0
,500000.0,,,2,14,16.0,1410112,
,,,,1,14,,1410112,
850000.0,,,,2,14,15.0,1410112,5.0
,,,,1,14,13.0,1410112,9.0
,,,,2,14,17.0,1410112,2.0
,,,580000.0,2,14,,1410112,
,,,,1,14,12.0,1420424,
700000.0,,,,1,14,15.0,1420424,3.0
850000.0,,,,2,14,17.0,1420424,2.0
,,,214296.0,1,14,4.0,1420424,
,,,243000.0,1,14,3.0,1420424,
500000.0,,,,2,14,12.0,1420424,7.0
,,,,1,14,13.0,1420424,
,,,,1,14,,1420424,
,,,,1,14,,1420424,
100000.0,,,,2,14,8.0,1420424,9.0
,,,,2,14,15.0,1420424,1.0
,,,,2,14,13.0,1420424,
,,,278000.0,1,14,4.0,1420424,
,,,,1,14,17.0,1420424,6.0
,40000.0,,214296.0,2,14,8.0,1420424,
940000.0,,,402000.0,1,14,10.0,1420424,8.0
,,,,2,14,12.0,1420424,
1300000.0,,,,1,14,12.0,1420424,8.0
,,,,2,14,,1420424,
,,,,1,14,12.0,1420424,7.0
500000.0,,,,2,14,12.0,1420424,5.0
,,,,1,14,12.0,1410127,7.0
,,,,2,14,13.0,1410127,
,,,500000.0,2,14,12.0,1410127,
,,,440000.0,1,14,7.0,1410127,
,,,,1,14,15.0,1410127,8.0
,,,,2,14,12.0,1410127,
,,,,1,14,16.0,1410127,
600000.0,,,,2,14,12.0,1410127,3.0
,,,,2,14,12.0,1410127,
,,,,1,14,9.0,1410127,
,,21243.0,,2,14,,1410127,
,,21243.0,,1,14,,1410127,
,,,,1,14,8.0,1410127,6.0
,,21243.0,,2,14,,1410127,
,,21243.0,,1,14,12.0,1410127,
,,,214296.0,2,14,3.0,1410127,
,,,,2,14,13.0,1410127,
,,,220000.0,2,14,1.0,1410127,
,,,214296.0,1,14,4.0,1410127,
,,,,1,14,12.0,1410127,
,,,,2,14,12.0,1410127,7.0
,,,,2,14,11.0,1410127,
,,,,1,14,,1410127,
2500000.0,,,,1,14,17.0,1410127,2.0
,,,,2,14,12.0,1410127,
,,,,1,14,17.0,1410127,2.0
0.0,,,,1,14,19.0,1410127,2.0
,800000.0,,,1,14,16.0,1410414,
850000.0,,,,2,14,16.0,1410414,2.0
,,,,1,14,12.0,1410414,
,,,,1,14,,1410414,
,,,200000.0,2,14,3.0,1410414,
,,,220000.0,1,14,3.0,1410414,
,,,,2,14,0.0,1410414,
,,,266000.0,1,14,1.0,1410414,
,,,214296.0,2,14,0.0,1410414,
,,,,1,14,16.0,1410414,7.0
450000.0,,,,2,14,9.0,1410414,5.0
,,,395000.0,1,14,8.0,1410414,
,,,,2,14,6.0,1410414,
700000.0,,,,1,14,9.0,1420424,4.0
,,,,2,14,12.0,1420424,
,,,,2,14,16.0,1420424,
,,,,2,14,10.0,1420424,
,,,,2,14,,1420424,
,,,,1,14,,1420424,
,,,,2,14,15.0,1420424,
1000000.0,,,,1,14,15.0,1420424,6.0
,,,,1,14,,1420424,
,,,214296.0,2,14,6.0,1420424,
,,,,1,14,3.0,1420424,7.0
500000.0,,,,1,14,12.0,1420424,8.0
,,,,2,14,8.0,1420424,
,,,,1,14,13.0,1420424,
300000.0,,,,2,14,12.0,1420111,5.0
,,21243.0,,2,14,,1420111,
,,,,2,14,12.0,1420111,
,,,214296.0,2,14,8.0,1420111,
350000.0,,,,1,14,12.0,1420111,8.0
240000.0,,,,2,14,5.0,1420111,9.0
,,,,1,14,12.0,1420111,
,,,,1,14,10.0,1420111,
150000.0,,,,2,14,15.0,1420111,3.0
,,,,1,14,,1420111,
,,,,2,14,14.0,1420111,5.0
,,,,2,14,,1420111,
,,,,2,14,,1420111,
600000.0,,,,2,14,12.0,1420111,9.0
,,,,1,14,12.0,1420111,
,,,,2,14,,1420111,
,,,,2,14,,1420111,
,200000.0,,,2,14,15.0,1420111,
,,,,2,14,,1420111,
,,,,1,14,,1420111,
,,,,1,14,13.0,1420111,
,,,,1,14,12.0,1420111,
,,21243.0,,1,14,10.0,1420111,
,,21243.0,,2,14,,1420111,
,,21243.0,,1,14,,1420111,
,,,,2,14,12.0,1420111,5.0
,,,,2,14,12.0,1420214,
600000.0,,,,1,14,12.0,1420214,9.0
,,,,1,14,,1420214,
,,,,1,14,,1420214,
,,,,2,14,10.0,1420214,
,,,,2,14,,1420214,
405000.0,,,,1,14,12.0,1420214,8.0
,,,230000.0,1,14,3.0,1420214,
,,,198000.0,2,14,8.0,1420214,
,,,248000.0,1,14,9.0,1420214,
550000.0,,,,2,14,3.0,1420214,9.0
,,,,1,14,8.0,1420214,
,,,320000.0,2,14,5.0,1420214,
,,,,2,14,12.0,1420214,
150000.0,,,,1,14,12.0,1420214,9.0
900000.0,,,,1,14,12.0,1420214,3.0
,,,,2,14,12.0,1420214,
,,,,1,14,,1420214,
500000.0,,,,2,14,14.0,1420416,4.0
-88.0,,,,1,14,15.0,1420416,3.0
,,,,1,14,,1420416,
,,,350000.0,1,14,11.0,1420416,
800000.0,,,,1,14,12.0,1420416,3.0
,,,224000.0,2,14,10.0,1420416,
,,,214000.0,1,14,9.0,1420416,
,,,224580.0,1,14,0.0,1420416,
700000.0,,,,2,14,15.0,1420416,3.0
,,,214296.0,2,14,8.0,1420416,
,,,214296.0,2,14,4.0,1420416,9.0
,,,1060000.0,1,14,20.0,1420416,
,,,214000.0,2,14,12.0,1420416,
,,,497000.0,2,14,17.0,1420416,
,,,940000.0,1,14,17.0,1420416,
,,,,1,14,13.0,1410113,
,,,,2,14,13.0,1410113,
,,,400000.0,2,14,12.0,1410113,
,,,,1,14,17.0,1410113,
1200000.0,,,,2,14,16.0,1420111,2.0
,,,,2,14,6.0,1420111,
1200000.0,,,,2,14,16.0,1420111,2.0
1000000.0,,,,1,14,13.0,1420111,8.0
,,,280000.0,2,14,13.0,1420111,
850000.0,,,,1,14,12.0,1420111,8.0
,,,,1,14,9.0,1420111,
,,,,2,14,13.0,1420111,
,,,,1,14,,1420111,
,,,,1,14,8.0,1420111,9.0
,,,,1,14,8.0,1420111,9.0
,,,900000.0,1,14,12.0,1420111,
,,,900000.0,2,14,16.0,1420111,1.0
,,,,2,14,0.0,1420111,
,,,,2,14,4.0,1420111,
,,,,2,14,0.0,1420111,
,,,214296.0,2,14,4.0,1410814,
412500.0,,,,1,14,12.0,1410814,8.0
,,,214296.0,2,14,12.0,1410814,
375000.0,,,,1,14,12.0,1410814,5.0
1100000.0,,,,2,14,17.0,1410814,1.0
,,,214296.0,2,14,3.0,1410814,
,,,,2,14,,1410814,
,,,,1,14,12.0,1410814,
,,,,2,14,12.0,1410814,
800000.0,,,,2,14,12.0,1410814,2.0
,,,400000.0,2,14,10.0,1410814,
,,,200000.0,1,14,12.0,1410814,
1400000.0,,,,2,14,15.0,1410113,3.0
,,,,1,14,14.0,1410113,
,,,,2,14,10.0,1410113,
600000.0,,,,2,14,13.0,1410113,3.0
,,,,2,14,14.0,1410113,
,,,,1,14,10.0,1410113,
1800000.0,,,,1,14,14.0,1410113,3.0
,,,,2,14,17.0,1410113,7.0
,100000.0,,,2,14,12.0,1410113,
845000.0,,,,2,14,12.0,1410113,9.0
,,,,2,14,10.0,1410113,
,,,,1,14,,1410113,
,,,500000.0,2,14,9.0,1410113,
,,,700000.0,1,14,9.0,1410113,
2000000.0,,,,1,14,17.0,1410113,2.0
1200000.0,,,,2,14,17.0,1410113,2.0
500000.0,,,,2,14,14.0,1410113,3.0
150000.0,,,250000.0,2,14,9.0,1410111,9.0
,,,,2,14,10.0,1410111,
780000.0,,,,1,14,15.0,1410111,3.0
400000.0,,,,2,14,12.0,1410111,5.0
,,,,2,14,16.0,1410111,
,,,,2,14,11.0,1410111,
,,,,2,14,12.0,1410111,
,,,,1,14,12.0,1410111,7.0
,,,,1,14,15.0,1410111,
,,,,1,14,,1410111,
,,,214296.0,1,14,10.0,1410111,
,,,,1,14,4.0,1410614,
,,,,2,14,0.0,1410614,9.0
440000.0,,,,2,14,12.0,1410614,9.0
,,,,2,14,,1410614,
,,,,2,14,17.0,1410614,
,,,220000.0,2,14,3.0,1410614,
1000000.0,,,,1,14,18.0,1410614,2.0
2000000.0,,,,1,14,18.0,1410614,2.0
,,,,1,14,13.0,1410614,3.0
,,,,1,14,14.0,1410614,
,,,,1,14,,1410614,
,,,,2,14,4.0,1410614,
,,,,2,14,12.0,1410614,
780000.0,,,,1,14,12.0,1410614,7.0
,,,,2,14,,1410614,
,,,514000.0,2,14,13.0,1410614,
,,,297000.0,1,14,12.0,1410614,8.0
,,,,1,14,16.0,1410614,2.0
,,,,1,14,18.0,1410614,5.0
,,,,2,14,12.0,1410614,
520000.0,,,,1,14,12.0,1410614,3.0
,,,,2,14,,1410614,
,,,,2,14,13.0,1410614,
600000.0,,,,1,14,,1410614,8.0
,,,,2,14,14.0,1410614,
,,21243.0,,2,14,,1410614,
,,21243.0,,1,14,,1410614,
2000000.0,,,,2,14,18.0,1410113,3.0
1250000.0,,,,1,14,15.0,1410113,1.0
,,,,2,14,12.0,1410113,
,,,,2,14,19.0,1410113,
1700000.0,,,,1,14,17.0,1410113,2.0
,,,,1,14,,1410113,
,,,,2,14,16.0,1410113,2.0
,,,,1,14,17.0,1410113,3.0
,,,,1,14,,1410113,
3000000.0,,,,1,14,18.0,1410113,2.0
,,,,2,14,16.0,1410113,
,,,,2,14,,1410113,
,,,,2,14,,1410113,
,,,,2,14,8.0,1410314,
,,,,2,14,9.0,1410314,
,,,,1,14,6.0,1410314,7.0
,,,,1,14,,1410314,
,,,,2,14,,1410314,
,,,,1,14,12.0,1410314,
0.0,,,,2,14,12.0,1410314,5.0
,,,214000.0,1,14,4.0,1410314,
,,,,2,14,9.0,1410314,
,,,302332.0,2,14,12.0,1410314,
,,,214296.0,2,14,3.0,1410314,
,,,,1,14,8.0,1410314,
,,,214296.0,1,14,1.0,1410624,
,,,224000.0,2,14,6.0,1410624,
,,,,1,14,11.0,1410624,6.0
,,,,1,14,12.0,1410624,7.0
,,,,2,14,10.0,1410624,
,,,,1,14,15.0,1410624,
,,,,1,14,12.0,1410624,
,,,,2,14,,1410624,
,,,,2,14,12.0,1410624,
500000.0,,,,1,14,8.0,1410624,7.0
400000.0,,,,2,14,12.0,1410624,5.0
,100000.0,,,1,14,12.0,1410624,
,,,,1,14,,1410624,
,,,,2,14,,1410624,
2000000.0,,,,1,14,12.0,1410624,2.0
,,,,2,14,12.0,1410624,
,,,,2,14,,1410624,
,,,300000.0,1,14,0.0,1410624,
,,,,2,14,10.0,1410624,
468000.0,,,,2,14,11.0,1410624,6.0
,,,380000.0,1,14,8.0,1410112,
500000.0,,,,1,14,12.0,1410112,9.0
500000.0,,,,1,14,15.0,1410112,5.0
,,,214296.0,2,14,4.0,1410112,
,,,,2,14,7.0,1410112,
,,,,2,14,13.0,1410112,
1600000.0,,,,2,14,19.0,1410112,2.0
1000000.0,,,,1,14,21.0,1410112,2.0
200000.0,,,,1,14,17.0,1410112,2.0
,,,,1,14,16.0,1410112,2.0
,,,,2,14,12.0,1410112,7.0
40000.0,,,500000.0,2,14,11.0,1410112,5.0
,,,800000.0,1,14,11.0,1410112,
,,,,2,14,16.0,1410112,
670000.0,,,,1,14,14.0,1410112,5.0
,,,,2,14,12.0,1410314,
,,,214296.0,2,14,6.0,1410314,
,,,,2,14,12.0,1410314,
500000.0,,,,1,14,10.0,1410314,9.0
,,,,1,14,9.0,1410314,
,,,,2,14,,1410314,
,,,,2,14,,1410314,
,,,,2,14,,1410314,
0.0,,,,1,14,8.0,1410314,9.0
0.0,,,,2,14,4.0,1410314,9.0
270000.0,,,,2,14,12.0,1410814,9.0
,,,,1,14,12.0,1410814,
,,,214296.0,2,14,10.0,1410814,
825000.0,,,,1,14,12.0,1410814,8.0
,,,,2,14,13.0,1410814,
,,,,1,14,,1410814,
,,,,2,14,,1410814,
,,,,2,14,,1410814,
1300000.0,,,,1,14,16.0,1410814,3.0
600000.0,,,,1,14,17.0,1410814,2.0
600000.0,,,,2,14,17.0,1410814,2.0
,,,,1,14,,1410814,
,,,214296.0,2,14,1.0,1410814,9.0
500000.0,,,,1,14,12.0,1410814,8.0
,,,223573.0,2,14,5.0,1410814,
600000.0,,,,2,14,15.0,1410814,3.0
,,,,1,14,,1410814,
,,,,2,14,7.0,1410814,7.0
,,,,1,14,11.0,1410814,7.0
60000.0,,,,1,14,14.0,1410814,8.0
1400000.0,,,,1,14,14.0,1410127,3.0
,,,,2,14,2.0,1410127,
350000.0,,,,2,14,12.0,1410127,9.0
450000.0,,,,2,14,12.0,1410127,5.0
600000.0,,,,2,14,14.0,1410127,3.0
,,,,2,14,6.0,1410127,
,,,,1,14,12.0,1410127,
,,,,1,14,0.0,1410127,
500000.0,,,,1,14,12.0,1410714,7.0
,,,214244.0,2,14,12.0,1410714,
,,,214296.0,1,14,9.0,1410714,8.0
100000.0,,,104000.0,2,14,8.0,1410714,9.0
,,,,2,14,12.0,1410714,5.0
500000.0,,,,1,14,6.0,1410714,9.0
,60000.0,,,2,14,2.0,1410714,
,,,320000.0,1,14,15.0,1410714,6.0
,,,,2,14,15.0,1410714,
600000.0,,,,2,14,7.0,1410714,9.0
,,,,1,14,12.0,1410714,
,,,700000.0,1,14,12.0,1420111,
,,,,2,14,12.0,1420111,
-88.0,,,,1,14,15.0,1420111,5.0
0.0,,,,1,14,12.0,1420111,8.0
,,,,1,14,15.0,1420111,
850000.0,,,,1,14,8.0,1420111,7.0
,,,,1,14,12.0,1420111,
650000.0,,,,2,14,10.0,1420111,9.0
550000.0,,,,1,14,8.0,1420111,9.0
,,,214296.0,2,14,5.0,1420111,
480000.0,,,,2,14,12.0,1420111,4.0
,,21243.0,,2,14,11.0,1420111,
,,21243.0,,2,14,,1420111,
,,,214000.0,1,14,9.0,1420111,
,,,,2,14,0.0,1420111,
,,,214296.0,2,14,11.0,1420111,
,,,,2,14,12.0,1420111,
,,,,1,14,12.0,1420111,7.0
,,,,1,14,14.0,1420111,
,,,,2,14,,1420111,
,,,,1,14,,1420111,
,,,,2,14,13.0,1410112,
,,,,1,14,16.0,1410112,7.0
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,,1,14,12.0,1410112,
,,,412296.0,1,14,5.0,1410112,
,,,214296.0,2,14,5.0,1410112,
500000.0,,,,2,14,12.0,1410112,4.0
,,,,1,14,1.0,1410112,6.0
500000.0,,,,2,14,12.0,1410112,9.0
,,,,1,14,,1410112,
,,,,1,14,0.0,1410112,
,,,422437.0,2,14,9.0,1410112,
415000.0,,,,2,14,13.0,1410112,3.0
,,,,1,14,12.0,1410112,
450000.0,,,,1,14,12.0,1410112,7.0
,,,227000.0,2,14,10.0,1410112,
,,,227000.0,2,14,9.0,1410112,
300000.0,,,,2,14,12.0,1410112,5.0
,,,214296.0,2,14,10.0,1410112,
,,,,1,14,12.0,1410112,
,,21243.0,,1,14,,1410112,
,,,,2,14,16.0,1410112,
950000.0,,,,1,14,15.0,1410112,5.0
630000.0,,,,2,14,16.0,1410112,4.0
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,,1,14,19.0,1410127,1.0
,,,,2,14,17.0,1410127,
,,,,2,14,,1410127,
,,,,1,14,,1410127,
,,,,1,14,17.0,1410127,2.0
400000.0,,,,2,14,15.0,1410127,3.0
,,,,1,14,12.0,1410127,
,,,,1,14,15.0,1410127,8.0
3000000.0,,,,2,14,15.0,1410127,1.0
940000.0,,,,2,14,17.0,1410127,2.0
260000.0,,,,2,14,14.0,1410127,5.0
500000.0,,,,2,14,9.0,1410127,9.0
,,,,2,14,,1410127,
685000.0,,,,2,14,15.0,1410127,3.0
,500000.0,,,1,14,12.0,1410127,
,,,,2,14,,1410127,
,,,,2,14,,1410127,
