folio,id_persona,region,comuna,comuna_nombre,pobreza_multi_2015,hh_d_hacina_2015
222680501,1,14,14104,Los Lagos,0.0,0.0
222680601,1,14,14104,Los Lagos,0.0,0.0
222680901,1,14,14104,Los Lagos,1.0,0.0
223000301,1,14,14101,Valdivia,0.0,0.0
223000401,1,14,14101,Valdivia,0.0,0.0
223000501,1,14,14101,Valdivia,0.0,0.0
223000601,1,14,14101,Valdivia,0.0,0.0
223000801,1,14,14101,Valdivia,0.0,0.0
223600101,1,14,14201,La Unión,0.0,0.0
223600201,1,14,14201,La Unión,0.0,0.0
223600401,1,14,14201,La Unión,0.0,0.0
223600901,1,14,14201,La Unión,0.0,0.0
223720201,1,14,14101,Valdivia,0.0,0.0
223720301,1,14,14101,Valdivia,0.0,0.0
223720401,1,14,14101,Valdivia,0.0,0.0
223720501,1,14,14101,Valdivia,0.0,0.0
223720601,1,14,14101,Valdivia,0.0,0.0
223720701,1,14,14101,Valdivia,0.0,0.0
223720801,1,14,14101,Valdivia,0.0,0.0
223880101,1,14,14106,Mariquina,1.0,1.0
223880801,1,14,14106,Mariquina,1.0,0.0
224150101,1,14,14101,Valdivia,0.0,0.0
224150201,1,14,14101,Valdivia,0.0,0.0
224150301,1,14,14101,Valdivia,0.0,0.0
224150401,1,14,14101,Valdivia,1.0,0.0
224150801,1,14,14101,Valdivia,,0.0
224360101,1,14,14107,Paillaco,0.0,0.0
224360201,1,14,14107,Paillaco,1.0,0.0
224360301,1,14,14107,Paillaco,0.0,0.0
224360401,1,14,14107,Paillaco,0.0,0.0
224360501,1,14,14107,Paillaco,0.0,0.0
224360801,1,14,14107,Paillaco,1.0,1.0
224360901,1,14,14107,Paillaco,1.0,0.0
224361001,1,14,14107,Paillaco,0.0,0.0
224370201,1,14,14204,Río Bueno,0.0,0.0
224370401,1,14,14204,Río Bueno,0.0,0.0
224370501,1,14,14204,Río Bueno,0.0,0.0
224370601,1,14,14204,Río Bueno,0.0,0.0
224370701,1,14,14204,Río Bueno,0.0,0.0
224370801,1,14,14204,Río Bueno,0.0,1.0
225870201,1,14,14201,La Unión,0.0,0.0
225870401,1,14,14201,La Unión,0.0,0.0
225870501,1,14,14201,La Unión,0.0,0.0
225870601,1,14,14201,La Unión,0.0,0.0
225870701,1,14,14201,La Unión,0.0,0.0
225870801,1,14,14201,La Unión,0.0,0.0
225870901,1,14,14201,La Unión,0.0,0.0
225871001,1,14,14201,La Unión,0.0,0.0
226030101,1,14,14104,Los Lagos,0.0,0.0
226030201,1,14,14104,Los Lagos,0.0,0.0
226030301,1,14,14104,Los Lagos,0.0,0.0
226030501,1,14,14104,Los Lagos,0.0,0.0
226030601,1,14,14104,Los Lagos,0.0,0.0
226030701,1,14,14104,Los Lagos,0.0,0.0
226030801,1,14,14104,Los Lagos,0.0,0.0
226270101,1,14,14202,Futrono,0.0,0.0
226270301,1,14,14202,Futrono,0.0,0.0
226270401,1,14,14202,Futrono,0.0,0.0
226270501,1,14,14202,Futrono,0.0,0.0
226270701,1,14,14202,Futrono,0.0,0.0
226270901,1,14,14202,Futrono,0.0,0.0
226271001,1,14,14202,Futrono,0.0,0.0
227740101,1,14,14101,Valdivia,0.0,0.0
227740201,1,14,14101,Valdivia,1.0,0.0
227740301,1,14,14101,Valdivia,0.0,0.0
227740401,1,14,14101,Valdivia,0.0,0.0
227740601,1,14,14101,Valdivia,0.0,0.0
227740701,1,14,14101,Valdivia,1.0,0.0
228060101,1,14,14204,Río Bueno,1.0,0.0
228060201,1,14,14204,Río Bueno,0.0,0.0
228060301,1,14,14204,Río Bueno,0.0,0.0
228060401,1,14,14204,Río Bueno,1.0,0.0
228060501,1,14,14204,Río Bueno,0.0,0.0
228060601,1,14,14204,Río Bueno,0.0,0.0
228060701,1,14,14204,Río Bueno,0.0,0.0
228060801,1,14,14204,Río Bueno,0.0,0.0
228060901,1,14,14204,Río Bueno,1.0,0.0
228061001,1,14,14204,Río Bueno,0.0,0.0
228130101,1,14,14101,Valdivia,0.0,1.0
228130201,1,14,14101,Valdivia,0.0,0.0
228130301,1,14,14101,Valdivia,0.0,0.0
228130401,1,14,14101,Valdivia,0.0,0.0
228130601,1,14,14101,Valdivia,0.0,0.0
228130701,1,14,14101,Valdivia,1.0,0.0
228130801,1,14,14101,Valdivia,0.0,0.0
229830101,1,14,14101,Valdivia,0.0,0.0
229830201,1,14,14101,Valdivia,0.0,0.0
229830401,1,14,14101,Valdivia,0.0,0.0
229830601,1,14,14101,Valdivia,0.0,0.0
229830701,1,14,14101,Valdivia,0.0,0.0
229830801,1,14,14101,Valdivia,1.0,0.0
229870101,1,14,14101,Valdivia,0.0,0.0
229870201,1,14,14101,Valdivia,0.0,1.0
229870301,1,14,14101,Valdivia,0.0,0.0
229870501,1,14,14101,Valdivia,0.0,0.0
229870701,1,14,14101,Valdivia,0.0,0.0
229900201,1,14,14103,Lanco,1.0,0.0
229900301,1,14,14103,Lanco,0.0,0.0
229900401,1,14,14103,Lanco,1.0,0.0
229900501,1,14,14103,Lanco,1.0,0.0
229900601,1,14,14103,Lanco,0.0,0.0
229900701,1,14,14103,Lanco,0.0,0.0
229900801,1,14,14103,Lanco,0.0,0.0
232050201,1,14,14101,Valdivia,0.0,0.0
232050401,1,14,14101,Valdivia,0.0,0.0
232050501,1,14,14101,Valdivia,0.0,0.0
232050701,1,14,14101,Valdivia,0.0,0.0
233580101,1,14,14103,Lanco,0.0,0.0
233580201,1,14,14103,Lanco,0.0,0.0
233580401,1,14,14103,Lanco,0.0,0.0
233580701,1,14,14103,Lanco,0.0,0.0
233580801,1,14,14103,Lanco,0.0,1.0
233740101,1,14,14108,Panguipulli,1.0,0.0
233740201,1,14,14108,Panguipulli,1.0,0.0
233740401,1,14,14108,Panguipulli,0.0,0.0
233740501,1,14,14108,Panguipulli,1.0,0.0
233740601,1,14,14108,Panguipulli,1.0,0.0
233740801,1,14,14108,Panguipulli,1.0,0.0
233740901,1,14,14108,Panguipulli,1.0,0.0
233741001,1,14,14108,Panguipulli,1.0,0.0
233910101,1,14,14204,Río Bueno,0.0,0.0
233910201,1,14,14204,Río Bueno,1.0,0.0
233910301,1,14,14204,Río Bueno,0.0,0.0
233910401,1,14,14204,Río Bueno,0.0,0.0
233910501,1,14,14204,Río Bueno,0.0,0.0
233910701,1,14,14204,Río Bueno,0.0,0.0
233910801,1,14,14204,Río Bueno,0.0,0.0
233910901,1,14,14204,Río Bueno,,0.0
233911001,1,14,14204,Río Bueno,0.0,0.0
234530101,1,14,14204,Río Bueno,0.0,0.0
234530201,1,14,14204,Río Bueno,0.0,0.0
234530301,1,14,14204,Río Bueno,0.0,0.0
234530401,1,14,14204,Río Bueno,1.0,0.0
234530501,1,14,14204,Río Bueno,0.0,0.0
234530701,1,14,14204,Río Bueno,0.0,0.0
234530801,1,14,14204,Río Bueno,0.0,0.0
235650101,1,14,14101,Valdivia,0.0,0.0
235650301,1,14,14101,Valdivia,0.0,0.0
235650401,1,14,14101,Valdivia,0.0,0.0
235650601,1,14,14101,Valdivia,1.0,0.0
235650801,1,14,14101,Valdivia,0.0,0.0
236220101,1,14,14101,Valdivia,0.0,0.0
236220201,1,14,14101,Valdivia,0.0,0.0
236220301,1,14,14101,Valdivia,0.0,0.0
236220401,1,14,14101,Valdivia,0.0,0.0
236220501,1,14,14101,Valdivia,,0.0
236220601,1,14,14101,Valdivia,0.0,0.0
236220701,1,14,14101,Valdivia,0.0,0.0
236220801,1,14,14101,Valdivia,,0.0
238070101,1,14,14107,Paillaco,0.0,0.0
238070301,1,14,14107,Paillaco,0.0,0.0
238070401,1,14,14107,Paillaco,1.0,0.0
238070501,1,14,14107,Paillaco,0.0,0.0
238070701,1,14,14107,Paillaco,0.0,0.0
238070801,1,14,14107,Paillaco,0.0,0.0
240960201,1,14,14101,Valdivia,0.0,0.0
240960301,1,14,14101,Valdivia,0.0,0.0
240960401,1,14,14101,Valdivia,0.0,0.0
240960501,1,14,14101,Valdivia,0.0,0.0
240960701,1,14,14101,Valdivia,0.0,0.0
240960801,1,14,14101,Valdivia,0.0,0.0
241660101,1,14,14101,Valdivia,0.0,0.0
241660201,1,14,14101,Valdivia,0.0,0.0
241660401,1,14,14101,Valdivia,1.0,0.0
241660501,1,14,14101,Valdivia,1.0,0.0
241660601,1,14,14101,Valdivia,0.0,0.0
241660701,1,14,14101,Valdivia,1.0,0.0
241660801,1,14,14101,Valdivia,1.0,0.0
242430101,1,14,14101,Valdivia,0.0,0.0
242430201,1,14,14101,Valdivia,0.0,0.0
242430301,1,14,14101,Valdivia,0.0,0.0
242430401,1,14,14101,Valdivia,0.0,0.0
242430501,1,14,14101,Valdivia,0.0,0.0
242430601,1,14,14101,Valdivia,0.0,0.0
242430701,1,14,14101,Valdivia,0.0,0.0
242430801,1,14,14101,Valdivia,0.0,0.0
242440301,1,14,14101,Valdivia,0.0,0.0
242440401,1,14,14101,Valdivia,1.0,0.0
242440501,1,14,14101,Valdivia,0.0,0.0
242440601,1,14,14101,Valdivia,0.0,0.0
242440701,1,14,14101,Valdivia,0.0,0.0
242440801,1,14,14101,Valdivia,0.0,0.0
242510701,1,14,14108,Panguipulli,,0.0
243860101,1,14,14108,Panguipulli,1.0,0.0
243860201,1,14,14108,Panguipulli,0.0,0.0
243860501,1,14,14108,Panguipulli,1.0,0.0
243860601,1,14,14108,Panguipulli,1.0,0.0
243860701,1,14,14108,Panguipulli,1.0,0.0
243860801,1,14,14108,Panguipulli,1.0,0.0
243860901,1,14,14108,Panguipulli,1.0,0.0
245680101,1,14,14108,Panguipulli,0.0,0.0
245680201,1,14,14108,Panguipulli,0.0,0.0
245680301,1,14,14108,Panguipulli,1.0,0.0
245680401,1,14,14108,Panguipulli,0.0,0.0
245680601,1,14,14108,Panguipulli,0.0,0.0
245680701,1,14,14108,Panguipulli,0.0,0.0
245680801,1,14,14108,Panguipulli,0.0,0.0
246020101,1,14,14201,La Unión,0.0,0.0
246020301,1,14,14201,La Unión,1.0,0.0
246020401,1,14,14201,La Unión,1.0,1.0
246020601,1,14,14201,La Unión,0.0,0.0
246020701,1,14,14201,La Unión,0.0,0.0
246020801,1,14,14201,La Unión,0.0,0.0
246020901,1,14,14201,La Unión,0.0,0.0
246021001,1,14,14201,La Unión,0.0,0.0
246130201,1,14,14104,Los Lagos,0.0,0.0
246130401,1,14,14104,Los Lagos,1.0,0.0
246130501,1,14,14104,Los Lagos,1.0,0.0
246130601,1,14,14104,Los Lagos,1.0,0.0
246130701,1,14,14104,Los Lagos,1.0,0.0
246130901,1,14,14104,Los Lagos,0.0,0.0
246131001,1,14,14104,Los Lagos,0.0,0.0
246360101,1,14,14107,Paillaco,0.0,0.0
246360201,1,14,14107,Paillaco,0.0,0.0
246360301,1,14,14107,Paillaco,0.0,0.0
246360401,1,14,14107,Paillaco,0.0,0.0
246360601,1,14,14107,Paillaco,0.0,0.0
246360801,1,14,14107,Paillaco,0.0,0.0
246360901,1,14,14107,Paillaco,0.0,0.0
246490101,1,14,14101,Valdivia,0.0,0.0
246490201,1,14,14101,Valdivia,0.0,0.0
246490401,1,14,14101,Valdivia,0.0,0.0
246490601,1,14,14101,Valdivia,0.0,0.0
247370101,1,14,14204,Río Bueno,1.0,0.0
247370201,1,14,14204,Río Bueno,0.0,0.0
247370501,1,14,14204,Río Bueno,0.0,0.0
247370601,1,14,14204,Río Bueno,0.0,0.0
247370801,1,14,14204,Río Bueno,0.0,0.0
247370901,1,14,14204,Río Bueno,0.0,0.0
247371001,1,14,14204,Río Bueno,0.0,0.0
248930101,1,14,14201,La Unión,0.0,0.0
248930301,1,14,14201,La Unión,0.0,0.0
248930401,1,14,14201,La Unión,0.0,0.0
248930501,1,14,14201,La Unión,0.0,0.0
248930601,1,14,14201,La Unión,0.0,0.0
248930701,1,14,14201,La Unión,0.0,0.0
248930801,1,14,14201,La Unión,0.0,0.0
250260101,1,14,14101,Valdivia,0.0,0.0
250260201,1,14,14101,Valdivia,,0.0
250260301,1,14,14101,Valdivia,0.0,0.0
250260401,1,14,14101,Valdivia,0.0,0.0
250260601,1,14,14101,Valdivia,0.0,0.0
250260701,1,14,14101,Valdivia,1.0,0.0
250260801,1,14,14101,Valdivia,0.0,0.0
251060101,1,14,14101,Valdivia,0.0,0.0
251060201,1,14,14101,Valdivia,0.0,0.0
251060301,1,14,14101,Valdivia,0.0,0.0
251060401,1,14,14101,Valdivia,0.0,0.0
251060701,1,14,14101,Valdivia,0.0,0.0
251061001,1,14,14101,Valdivia,0.0,0.0
251890101,1,14,14204,Río Bueno,0.0,0.0
251890301,1,14,14204,Río Bueno,0.0,0.0
251890401,1,14,14204,Río Bueno,0.0,0.0
251890501,1,14,14204,Río Bueno,0.0,0.0
251890601,1,14,14204,Río Bueno,0.0,0.0
251890801,1,14,14204,Río Bueno,0.0,0.0
252470101,1,14,14106,Mariquina,1.0,0.0
252470102,1,14,14106,Mariquina,0.0,0.0
252470201,1,14,14106,Mariquina,1.0,0.0
252470301,1,14,14106,Mariquina,0.0,0.0
252470401,1,14,14106,Mariquina,0.0,0.0
252470501,1,14,14106,Mariquina,0.0,0.0
252470601,1,14,14106,Mariquina,1.0,0.0
252470701,1,14,14106,Mariquina,0.0,0.0
252470801,1,14,14106,Mariquina,0.0,0.0
252550101,1,14,14101,Valdivia,0.0,0.0
252550201,1,14,14101,Valdivia,0.0,0.0
252550301,1,14,14101,Valdivia,,1.0
252550401,1,14,14101,Valdivia,0.0,0.0
252550701,1,14,14101,Valdivia,0.0,0.0
252550801,1,14,14101,Valdivia,0.0,0.0
256080101,1,14,14104,Los Lagos,1.0,0.0
256080201,1,14,14104,Los Lagos,1.0,0.0
256080301,1,14,14104,Los Lagos,0.0,0.0
256080401,1,14,14104,Los Lagos,1.0,0.0
256080501,1,14,14104,Los Lagos,0.0,0.0
256080601,1,14,14104,Los Lagos,1.0,0.0
256080701,1,14,14104,Los Lagos,0.0,0.0
257200201,1,14,14101,Valdivia,0.0,0.0
257200401,1,14,14101,Valdivia,0.0,0.0
257200402,1,14,14101,Valdivia,0.0,0.0
257200601,1,14,14101,Valdivia,0.0,0.0
257200701,1,14,14101,Valdivia,0.0,1.0
259430101,1,14,14101,Valdivia,0.0,0.0
259430201,1,14,14101,Valdivia,1.0,0.0
259430401,1,14,14101,Valdivia,0.0,0.0
259430501,1,14,14101,Valdivia,1.0,0.0
259430601,1,14,14101,Valdivia,0.0,0.0
259430602,1,14,14101,Valdivia,0.0,0.0
259430701,1,14,14101,Valdivia,0.0,0.0
260560101,1,14,14101,Valdivia,0.0,0.0
260560201,1,14,14101,Valdivia,0.0,0.0
260560401,1,14,14101,Valdivia,0.0,0.0
260560501,1,14,14101,Valdivia,0.0,0.0
260560601,1,14,14101,Valdivia,1.0,0.0
260560701,1,14,14101,Valdivia,1.0,0.0
260560801,1,14,14101,Valdivia,1.0,1.0
260560901,1,14,14101,Valdivia,0.0,0.0
261470101,1,14,14104,Los Lagos,0.0,0.0
261470201,1,14,14104,Los Lagos,0.0,0.0
261470301,1,14,14104,Los Lagos,0.0,0.0
261470401,1,14,14104,Los Lagos,0.0,0.0
261470501,1,14,14104,Los Lagos,1.0,0.0
261470601,1,14,14104,Los Lagos,0.0,0.0
261470801,1,14,14104,Los Lagos,0.0,0.0
261670101,1,14,14103,Lanco,0.0,0.0
261670501,1,14,14103,Lanco,0.0,0.0
261670601,1,14,14103,Lanco,1.0,0.0
261670701,1,14,14103,Lanco,1.0,0.0
261670801,1,14,14103,Lanco,0.0,0.0
261670901,1,14,14103,Lanco,0.0,0.0
261671001,1,14,14103,Lanco,0.0,0.0
262940101,1,14,14101,Valdivia,0.0,0.0
262940501,1,14,14101,Valdivia,0.0,0.0
262940601,1,14,14101,Valdivia,0.0,0.0
262940701,1,14,14101,Valdivia,0.0,0.0
263620101,1,14,14101,Valdivia,0.0,0.0
263620201,1,14,14101,Valdivia,0.0,0.0
263620401,1,14,14101,Valdivia,0.0,0.0
263620601,1,14,14101,Valdivia,0.0,0.0
263620801,1,14,14101,Valdivia,0.0,0.0
263850101,1,14,14107,Paillaco,0.0,0.0
263850201,1,14,14107,Paillaco,0.0,0.0
263850301,1,14,14107,Paillaco,0.0,0.0
263850401,1,14,14107,Paillaco,0.0,0.0
263850501,1,14,14107,Paillaco,0.0,0.0
263850601,1,14,14107,Paillaco,0.0,0.0
263850701,1,14,14107,Paillaco,0.0,0.0
263850801,1,14,14107,Paillaco,0.0,0.0
263850901,1,14,14107,Paillaco,1.0,1.0
263851001,1,14,14107,Paillaco,0.0,0.0
264230101,1,14,14204,Río Bueno,0.0,0.0
264230201,1,14,14204,Río Bueno,0.0,0.0
264230401,1,14,14204,Río Bueno,0.0,0.0
264230501,1,14,14204,Río Bueno,0.0,0.0
264230801,1,14,14204,Río Bueno,0.0,0.0
264230901,1,14,14204,Río Bueno,0.0,0.0
264231001,1,14,14204,Río Bueno,0.0,0.0
264870101,1,14,14203,Lago Ranco,1.0,0.0
264870201,1,14,14203,Lago Ranco,1.0,0.0
264870301,1,14,14203,Lago Ranco,1.0,0.0
264870401,1,14,14203,Lago Ranco,0.0,0.0
264870501,1,14,14203,Lago Ranco,0.0,0.0
264870601,1,14,14203,Lago Ranco,0.0,0.0
264870701,1,14,14203,Lago Ranco,0.0,0.0
264870801,1,14,14203,Lago Ranco,0.0,0.0
264870901,1,14,14203,Lago Ranco,0.0,0.0
265900201,1,14,14107,Paillaco,0.0,0.0
265900301,1,14,14107,Paillaco,0.0,0.0
265900401,1,14,14107,Paillaco,0.0,0.0
265900601,1,14,14107,Paillaco,0.0,0.0
265900701,1,14,14107,Paillaco,0.0,0.0
265900801,1,14,14107,Paillaco,0.0,0.0
266550101,1,14,14101,Valdivia,0.0,0.0
266550501,1,14,14101,Valdivia,0.0,0.0
266550601,1,14,14101,Valdivia,0.0,0.0
266550701,1,14,14101,Valdivia,0.0,0.0
266550801,1,14,14101,Valdivia,0.0,0.0
267950101,1,14,14101,Valdivia,0.0,0.0
267950201,1,14,14101,Valdivia,0.0,0.0
267950501,1,14,14101,Valdivia,0.0,0.0
268290101,1,14,14101,Valdivia,0.0,0.0
268290201,1,14,14101,Valdivia,0.0,0.0
268290401,1,14,14101,Valdivia,0.0,0.0
268290501,1,14,14101,Valdivia,0.0,0.0
268290601,1,14,14101,Valdivia,0.0,0.0
268290701,1,14,14101,Valdivia,0.0,0.0
268520101,1,14,14204,Río Bueno,0.0,0.0
268520301,1,14,14204,Río Bueno,0.0,1.0
268520302,1,14,14204,Río Bueno,0.0,0.0
268520501,1,14,14204,Río Bueno,0.0,0.0
268520601,1,14,14204,Río Bueno,0.0,0.0
268520701,1,14,14204,Río Bueno,0.0,0.0
268520801,1,14,14204,Río Bueno,0.0,0.0
270760101,1,14,14101,Valdivia,0.0,0.0
270760201,1,14,14101,Valdivia,0.0,0.0
270760202,1,14,14101,Valdivia,0.0,0.0
270760301,1,14,14101,Valdivia,0.0,0.0
270760401,1,14,14101,Valdivia,0.0,0.0
270760501,1,14,14101,Valdivia,0.0,0.0
270760601,1,14,14101,Valdivia,0.0,0.0
270760701,1,14,14101,Valdivia,0.0,0.0
270760801,1,14,14101,Valdivia,0.0,0.0
272340201,1,14,14101,Valdivia,0.0,0.0
272340501,1,14,14101,Valdivia,0.0,0.0
272340601,1,14,14101,Valdivia,0.0,0.0
272340701,1,14,14101,Valdivia,0.0,0.0
272340801,1,14,14101,Valdivia,0.0,0.0
273850101,1,14,14101,Valdivia,0.0,0.0
273850301,1,14,14101,Valdivia,0.0,0.0
273850401,1,14,14101,Valdivia,0.0,0.0
273850601,1,14,14101,Valdivia,0.0,0.0
273850801,1,14,14101,Valdivia,0.0,0.0
276390101,1,14,14101,Valdivia,0.0,0.0
276390201,1,14,14101,Valdivia,1.0,0.0
276390301,1,14,14101,Valdivia,0.0,0.0
276390601,1,14,14101,Valdivia,0.0,0.0
276390701,1,14,14101,Valdivia,0.0,0.0
276390801,1,14,14101,Valdivia,0.0,0.0
277880101,1,14,14101,Valdivia,0.0,0.0
277880201,1,14,14101,Valdivia,,0.0
277880301,1,14,14101,Valdivia,0.0,0.0
277880401,1,14,14101,Valdivia,0.0,0.0
277880501,1,14,14101,Valdivia,0.0,0.0
277880601,1,14,14101,Valdivia,1.0,0.0
277880701,1,14,14101,Valdivia,1.0,1.0
277880801,1,14,14101,Valdivia,0.0,0.0
277880802,1,14,14101,Valdivia,0.0,0.0
278610101,1,14,14101,Valdivia,0.0,0.0
278610201,1,14,14101,Valdivia,0.0,0.0
278610501,1,14,14101,Valdivia,0.0,0.0
278610601,1,14,14101,Valdivia,0.0,0.0
278610701,1,14,14101,Valdivia,0.0,0.0
278610801,1,14,14101,Valdivia,0.0,0.0
279200101,1,14,14103,Lanco,0.0,0.0
279200201,1,14,14103,Lanco,0.0,0.0
279200301,1,14,14103,Lanco,0.0,0.0
279200601,1,14,14103,Lanco,0.0,0.0
279200701,1,14,14103,Lanco,0.0,1.0
279200801,1,14,14103,Lanco,1.0,0.0
279970101,1,14,14101,Valdivia,0.0,0.0
279970201,1,14,14101,Valdivia,0.0,0.0
279970301,1,14,14101,Valdivia,0.0,0.0
279970401,1,14,14101,Valdivia,0.0,0.0
279970501,1,14,14101,Valdivia,0.0,0.0
279970701,1,14,14101,Valdivia,0.0,0.0
279970801,1,14,14101,Valdivia,0.0,0.0
280360101,1,14,14105,Máfil,0.0,0.0
280360201,1,14,14105,Máfil,0.0,0.0
280360401,1,14,14105,Máfil,1.0,0.0
280360501,1,14,14105,Máfil,0.0,0.0
280360601,1,14,14105,Máfil,0.0,0.0
280360701,1,14,14105,Máfil,0.0,0.0
280360901,1,14,14105,Máfil,0.0,0.0
280361001,1,14,14105,Máfil,0.0,0.0
280430201,1,14,14101,Valdivia,0.0,0.0
280430301,1,14,14101,Valdivia,0.0,0.0
280430401,1,14,14101,Valdivia,1.0,0.0
280430501,1,14,14101,Valdivia,0.0,0.0
280430601,1,14,14101,Valdivia,0.0,0.0
280430701,1,14,14101,Valdivia,1.0,0.0
280430801,1,14,14101,Valdivia,0.0,0.0
281000201,1,14,14101,Valdivia,0.0,0.0
281000301,1,14,14101,Valdivia,0.0,0.0
281000401,1,14,14101,Valdivia,,0.0
281000501,1,14,14101,Valdivia,0.0,0.0
281270501,1,14,14104,Los Lagos,0.0,0.0
281270601,1,14,14104,Los Lagos,0.0,0.0
281270701,1,14,14104,Los Lagos,0.0,0.0
281270801,1,14,14104,Los Lagos,0.0,0.0
282030101,1,14,14106,Mariquina,1.0,1.0
282030301,1,14,14106,Mariquina,0.0,0.0
282030401,1,14,14106,Mariquina,1.0,0.0
282030501,1,14,14106,Mariquina,1.0,0.0
282030601,1,14,14106,Mariquina,0.0,0.0
282030701,1,14,14106,Mariquina,1.0,0.0
282030801,1,14,14106,Mariquina,0.0,0.0
282030901,1,14,14106,Mariquina,0.0,0.0
282031001,1,14,14106,Mariquina,0.0,0.0
285390101,1,14,14201,La Unión,0.0,0.0
285390201,1,14,14201,La Unión,0.0,0.0
285390301,1,14,14201,La Unión,0.0,0.0
285390401,1,14,14201,La Unión,0.0,0.0
285390501,1,14,14201,La Unión,0.0,0.0
285390601,1,14,14201,La Unión,0.0,0.0
285390701,1,14,14201,La Unión,0.0,0.0
285390801,1,14,14201,La Unión,0.0,0.0
286580101,1,14,14101,Valdivia,0.0,0.0
286580201,1,14,14101,Valdivia,0.0,0.0
286580301,1,14,14101,Valdivia,0.0,0.0
286580401,1,14,14101,Valdivia,0.0,0.0
286580601,1,14,14101,Valdivia,0.0,0.0
286580701,1,14,14101,Valdivia,0.0,0.0
286580801,1,14,14101,Valdivia,0.0,0.0
287370101,1,14,14201,La Unión,0.0,0.0
287370201,1,14,14201,La Unión,0.0,0.0
287370301,1,14,14201,La Unión,0.0,0.0
287370401,1,14,14201,La Unión,0.0,0.0
287370601,1,14,14201,La Unión,0.0,0.0
287370701,1,14,14201,La Unión,0.0,0.0
287370801,1,14,14201,La Unión,0.0,0.0
288910201,1,14,14201,La Unión,0.0,0.0
288910301,1,14,14201,La Unión,0.0,0.0
288910501,1,14,14201,La Unión,0.0,0.0
288910601,1,14,14201,La Unión,0.0,0.0
288910701,1,14,14201,La Unión,1.0,0.0
288910801,1,14,14201,La Unión,0.0,0.0
289390201,1,14,14201,La Unión,0.0,0.0
289390301,1,14,14201,La Unión,0.0,0.0
289390401,1,14,14201,La Unión,0.0,0.0
289390501,1,14,14201,La Unión,0.0,0.0
289390701,1,14,14201,La Unión,0.0,0.0
289390801,1,14,14201,La Unión,0.0,0.0
289390901,1,14,14201,La Unión,0.0,0.0
289830101,1,14,14106,Mariquina,0.0,0.0
289830201,1,14,14106,Mariquina,0.0,0.0
289830301,1,14,14106,Mariquina,0.0,0.0
289830401,1,14,14106,Mariquina,0.0,0.0
289830701,1,14,14106,Mariquina,0.0,0.0
289830801,1,14,14106,Mariquina,1.0,1.0
289831001,1,14,14106,Mariquina,0.0,0.0
290210201,1,14,14202,Futrono,0.0,0.0
290210301,1,14,14202,Futrono,0.0,0.0
290210401,1,14,14202,Futrono,1.0,0.0
290210501,1,14,14202,Futrono,0.0,0.0
290210601,1,14,14202,Futrono,0.0,0.0
290210701,1,14,14202,Futrono,0.0,0.0
290210801,1,14,14202,Futrono,0.0,0.0
290250101,1,14,14101,Valdivia,0.0,0.0
290250201,1,14,14101,Valdivia,0.0,0.0
290250301,1,14,14101,Valdivia,0.0,0.0
290250601,1,14,14101,Valdivia,0.0,0.0
290820101,1,14,14108,Panguipulli,0.0,0.0
290820201,1,14,14108,Panguipulli,0.0,0.0
290820601,1,14,14108,Panguipulli,0.0,1.0
290820701,1,14,14108,Panguipulli,0.0,0.0
290821001,1,14,14108,Panguipulli,0.0,0.0
291920101,1,14,14106,Mariquina,0.0,0.0
291920201,1,14,14106,Mariquina,0.0,0.0
291920301,1,14,14106,Mariquina,0.0,0.0
291920401,1,14,14106,Mariquina,0.0,0.0
291920501,1,14,14106,Mariquina,0.0,0.0
291920601,1,14,14106,Mariquina,0.0,0.0
291920701,1,14,14106,Mariquina,0.0,0.0
292540101,1,14,14104,Los Lagos,1.0,0.0
292540201,1,14,14104,Los Lagos,0.0,0.0
292540301,1,14,14104,Los Lagos,1.0,0.0
292540501,1,14,14104,Los Lagos,1.0,0.0
292540601,1,14,14104,Los Lagos,0.0,0.0
292540701,1,14,14104,Los Lagos,0.0,0.0
292540801,1,14,14104,Los Lagos,1.0,0.0
292540901,1,14,14104,Los Lagos,1.0,0.0
293230101,1,14,14101,Valdivia,0.0,0.0
293230301,1,14,14101,Valdivia,1.0,1.0
293230501,1,14,14101,Valdivia,0.0,0.0
293230601,1,14,14101,Valdivia,0.0,0.0
293230801,1,14,14101,Valdivia,0.0,0.0
294960101,1,14,14204,Río Bueno,0.0,0.0
294960201,1,14,14204,Río Bueno,0.0,0.0
294960301,1,14,14204,Río Bueno,0.0,0.0
294960401,1,14,14204,Río Bueno,0.0,0.0
294960501,1,14,14204,Río Bueno,0.0,0.0
294960601,1,14,14204,Río Bueno,0.0,0.0
295190201,1,14,14101,Valdivia,,0.0
295190301,1,14,14101,Valdivia,0.0,0.0
295190401,1,14,14101,Valdivia,0.0,0.0
295190601,1,14,14101,Valdivia,0.0,0.0
295190701,1,14,14101,Valdivia,0.0,0.0
295190801,1,14,14101,Valdivia,,0.0
297450101,1,14,14101,Valdivia,0.0,0.0
297450201,1,14,14101,Valdivia,0.0,0.0
297450301,1,14,14101,Valdivia,0.0,0.0
297450501,1,14,14101,Valdivia,0.0,0.0
297450601,1,14,14101,Valdivia,0.0,0.0
297450701,1,14,14101,Valdivia,1.0,0.0
298350201,1,14,14101,Valdivia,0.0,0.0
298350301,1,14,14101,Valdivia,0.0,0.0
